title,movie_count,years
Tobruk,2,"[1967.0, 2008.0]"
Today,2,"[1997.0, 2013.0]"
Torment,2,"[1944.0, 2013.0]"
Total Recall,2,"[1990.0, 2012.0]"
Tough Enough,2,"[1983.0, 2006.0]"
Toy Soldiers,2,"[1984.0, 1991.0]"
Toys in the Attic,2,"[1963.0, 2009.0]"
Trash,2,"[1970.0, 2014.0]"
Trauma,2,"[1993.0, 2004.0]"
Treading Water,2,"[2001.0, 2013.0]"
Trespass,2,"[1992.0, 2011.0]"
Triangle,2,"[2007.0, 2009.0]"
Trick,2,"[1999.0, 2010.0]"
A Place in the World,2,"[1992.0, 2001.0]"
A Raisin in the Sun,2,"[1961.0, 2008.0]"
A Second Chance,2,"[2013.0, 2014.0]"
A Special Day,2,"[1977.0, 2012.0]"
A Wedding,2,"[1978.0, 2017.0]"
Under the Skin,2,"[1997.0, 2014.0]"
Underdog,2,"[2007.0, 2014.0]"
Trick or Treat,2,"[1952.0, 1986.0]"
Triple Trouble,2,"[1918.0, 1950.0]"
True Blue,2,"[1996.0, 2001.0]"
True Crime,2,"[1996.0, 1999.0]"
True Grit,2,"[1969.0, 2010.0]"
Trumbo,2,"[2007.0, 2015.0]"
Trust,2,"[1990.0, 2010.0]"
Trust Me,2,"[2010.0, 2013.0]"
Truth,2,"[2013.0, 2015.0]"
Turkey Shoot,2,"[1982.0, 2014.0]"
Tusk,2,"[1980.0, 2014.0]"
Twilight,2,"[1998.0, 2008.0]"
Twist,2,"[1992.0, 2003.0]"
Twist of Faith,2,"[2005.0, 2013.0]"
Valentino,2,"[1951.0, 1977.0]"
Valerie,2,"[1957.0, 2007.0]"
Vampires,2,"[1998.0, 2010.0]"
Vamps,2,"[2012.0, 2017.0]"
Variety,2,"[1925.0, 1983.0]"
Twister,2,"[1989.0, 1996.0]"
Two Days,2,"[2003.0, 2011.0]"
Two Friends,2,"[2002.0, 2015.0]"
Two Men in Town,2,"[1973.0, 2014.0]"
Two Women,2,"[1960.0, 1999.0]"
Two of a Kind,2,"[1951.0, 1983.0]"
Tycoon,2,"[1947.0, 2002.0]"
Tyson,2,"[1995.0, 2008.0]"
Ulysses,2,"[1954.0, 1967.0]"
Under Suspicion,2,"[1991.0, 2000.0]"
Under the Rainbow,2,"[1981.0, 2013.0]"
Violent City,2,"[1970.0, 1975.0]"
Violette,2,"[1978.0, 2013.0]"
Viva,2,"[2007.0, 2015.0]"
Voices,2,"[1979.0, 2007.0]"
Walker,2,"[1987.0, 2012.0]"
Walking Tall,2,"[1973.0, 2004.0]"
Walter,2,"[1982.0, 2015.0]"
Unfaithfully Yours,2,"[1948.0, 1984.0]"
Unforgettable,2,"[1996.0, 2017.0]"
Unforgiven,2,"[1992.0, 2013.0]"
United,2,"[2003.0, 2011.0]"
Universal Soldier,2,"[1972.0, 1992.0]"
Unknown,2,"[2006.0, 2011.0]"
Unmade Beds,2,"[1997.0, 2009.0]"
Unstoppable,2,"[2004.0, 2010.0]"
Vacation,2,"[2008.0, 2015.0]"
Waterloo Bridge,2,"[1931.0, 1940.0]"
We Are What We Are,2,"[2010.0, 2013.0]"
We Still Kill the Old Way,2,"[1967.0, 2014.0]"
We're No Angels,2,"[1955.0, 1989.0]"
Weekend,2,"[1967.0, 2011.0]"
Weekend of a Champion,2,"[1972.0, 2013.0]"
Welcome,2,"[2007.0, 2009.0]"
Welcome to the Jungle,2,"[2007.0, 2013.0]"
West,2,"[2002.0, 2013.0]"
Vendetta,2,"[2013.0, 2015.0]"
Vengeance,2,"[1968.0, 2009.0]"
Venom,2,"[1981.0, 2005.0]"
Vice,2,"[2008.0, 2015.0]"
Vice Squad,2,"[1953.0, 1982.0]"
Village of the Damned,2,"[1960.0, 1995.0]"
Villain,2,"[1971.0, 2010.0]"
What Women Want,2,"[2000.0, 2011.0]"
When Ladies Meet,2,"[1933.0, 1941.0]"
When a Stranger Calls,2,"[1979.0, 2006.0]"
When in Rome,2,"[2002.0, 2010.0]"
When the Bough Breaks,2,"[1994.0, 2016.0]"
Where the Heart Is,2,"[1990.0, 2000.0]"
While the City Sleeps,2,"[1928.0, 1956.0]"
Whistle and I'll Come to You,2,"[1968.0, 2010.0]"
White Fang,2,"[1973.0, 1991.0]"
White Night,2,"[2007.0, 2009.0]"
White Tiger,2,"[1996.0, 2012.0]"
White Wedding,2,"[1989.0, 2009.0]"
Wide Open,2,"[1930.0, 1974.0]"
Wanderlust,2,"[2006.0, 2012.0]"
Warlock,2,"[1959.0, 1989.0]"
Water,2,"[1985.0, 2005.0]"
Witchcraft,2,"[1964.0, 1989.0]"
Worlds Apart,2,"[2008.0, 2015.0]"
Woyzeck,2,"[1979.0, 1994.0]"
Yesterday,2,"[1988.0, 2004.0]"
You Are My Sunshine,2,"[2005.0, 2015.0]"
You and I,2,"[2006.0, 2011.0]"
You and Me,2,"[1938.0, 1971.0]"
Youngblood,2,"[1978.0, 1986.0]"
Youth,2,"[2013.0, 2015.0]"
Zanjeer,2,"[1973.0, 2013.0]"
Zero,2,"[2012.0, 2015.0]"
Zig Zag,2,"[1970.0, 2002.0]"
Zodiac,2,"[2007.0, 2014.0]"
Zoom,2,"[2006.0, 2015.0]"
Zulu,2,"[1964.0, 2013.0]"
A Foreign Affair,2,"[1948.0, 2003.0]"
47 Ronin,2,"[1994.0, 2013.0]"
7 Years,2,"[2006.0, 2016.0]"
9,2,"[2005.0, 2009.0]"
A Better Life,2,"[2011.0, 2012.0]"
A Better Tomorrow,2,"[1986.0, 2010.0]"
A Bucket of Blood,2,"[1959.0, 1995.0]"
A Chinese Ghost Story,2,"[1987.0, 2011.0]"
A Dangerous Place,2,"[1995.0, 2012.0]"
Wild,2,"[2014.0, 2016.0]"
Wild Bill,2,"[1995.0, 2011.0]"
Wild Horses,2,"[1995.0, 2015.0]"
Willard,2,"[1971.0, 2003.0]"
Wilson,2,"[1944.0, 2017.0]"
Wings,2,"[1927.0, 1966.0]"
Wish You Were Here,2,"[1987.0, 2012.0]"
Witch Hunt,2,"[1999.0, 2008.0]"
